book_title,author,reader_review,rating,label,review_length
un jour,elodye h fredwell,j ai aimé retrouver la plume d elodie h fredwell que j avais découvert avec wire il s agit ici d une histoire d amour celle de nina et luke dont les voix se font écho chapitre après chapitre une histoire d amour intense et sublime mais qui souffre une histoire déchirante racontée avec sensibilité et poésie dans la chambre où nina se trouve dans le coma après son accident ce fameux jour les esprits tentent de s évader les amoureux de se retrouver entre réalité souvenirs et songes l autrice nous offre une balade au rythme de la musique et des mots je vous recommande vivement ce petit bijou un coup de coeur qui m a tiré quelques larmes tant la fin est puissante et bouleversante et qui nous prouve que l autrice maîtrise quel que soit le genre bravo à elle je serai au rendez vous pour les prochains romans,5.0,1,811
l histoire des femmes en bd,béatrice veillon,un ouvrage original qui par le biais de 30 bd présente le destin extraordinaire de femmes pionnières au cours des âges mais c est également des pages documentaires qui permettent de mieux appréhender l histoire des femmes de l antiquité à nos jours,5.0,1,248
les enfants du souffle rêve tome 1 le garçon sans pouvoir,anthony perrot,j ai découvert l auteur en même temps que la maison d édition pour être honnête je ne lis jamais de fantasy young adult et cette découverte m a fait changer d avis l écriture de l auteur nous emmène au cœur de péripéties vécues par de jeunes adolescents aux pouvoirs merveilleux tous sauf le jeune malo qui pourtant possède une marque du souffle rêve mais s il ne semble pas être empli de magie son courage fait sa force empli de belles leçons de moral tels que l amitié la confiance et le pardon cette histoire m a émue par sa douceur j ai hâte de pouvoir découvrir le tome 2,5.0,1,576
macron les leçons d un échec,marcel gauchet,dans son dernier ouvrage marcel gauchet passe en revue quelques crises des dernières années et nous emmène à non seulement douter du macronisme mis aussi des capacités du gouvernement à faire face à sa mission l amateurisme de certains ministres et surtout des députés est bien décrit mais le chapitre le plus intéressant est celui ayant trait à l immigration et l islamisme en france le constat est particulièrement sévère et là encore la crainte de l opinion médiatique et d une hypothétique crise en banlieue font fi de la volonté générale de l opinion le raisonnable fonctionne en politique répond il mais cela génère des frustrations chez certains qui trouvent alors que la politique s éloigne trop de la situation qu ils vivent et peuvent alors se révolter on est très loin du président de la rupture brouillant le clivage gauche droite,4.0,1,842
alexandre tome 1 le pacte de babylone,annette rossi,par où commencer il y aurait tellement à dire sur ce travail extraordinaire produit par annette rossi qui a réussi à créer un roman d aventure de suspense rythmé par des rebondissements qui nous donnent constamment envie d avancer dans l histoire un archéologue linguiste et un l égyptologue se rencontrent suite à la découverte par l un d un signe étrange et entament une quête un peu folle retrouver le tombeau d alexandre le grand et lever le voile sur le mystère qui entoure sa mort ils vont alors découvrir l existence d une alliance des plus obscures dont la fonction est de protéger le secret coûte que coûte nous oscillons entre 323 avant jésus christ année de la mort du grand et les années 70 nous voyageons dans une multitude de pays visitons le monde de l europe au moyen orient jusqu à new york l égypte la syrie l irak l iran la turquie la jordanie ce ce ne sont que des exemples que de richesses à découvrir derrière les mots d annette elle possède tant de connaissances en archéologie en histoire de l antiquité ou de l art il a dû lui falloir faire tant de recherches pour pouvoir insérer une aventure mystérieuse dans un récit insérant autant de faits réels c est démentiel un travail de titan rendu digeste et abordable par tous passionnant même encore mieux elle ne se borne pas à un récit historico touristique à chaque étape du périple de philippe et didier nous voyageons réellement nous pouvons tout imaginer nous avons leurs yeux leurs oreilles leurs narines tous leur sens entrent en action tous les nôtres reçoivent les informations quelle expérience voilà pourquoi je parle de vrai voyage,5.0,1,1616
chroniques de jeunesse,guy delisle,comment en 142 pages de bd guy delisle arrive t il à nous décrire et le milieu ouvrier et les difficultés de l adolescence et les rapports avec les parents,5.0,1,155
les enquêtes d enola holmes tome 7 enola holmes et la babouche noire,nancy springer,c est avec beaucoup de plaisir que nous vous présentons cet ouvrage que nous avons lu à quatre mains et qui nous a permis de retrouver une enquêtrice hors du commun au fil des pages nous avons découvert un roman d énigmes ou tous les ingrédients et le suspens sont présents avec en plus un message très actuel à savoir la libération de la femme,5.0,1,344
radieuse aurore,jack london,radieuse aurore est le plus désillusioné des romans de london à ranger à la même altitude que martin eden peut on lire sur le 4ème de couverture,3.0,0,144
astérix tome 39 astérix et le griffon,rené goscinny,bon je me suis laissée tentée,4.0,1,29
dans la tête de sherlock holmes tome 1 l affaire du ticket scandaleux,benoît dahan,bd plutôt destinée aux fans de sherlock holmes en effet la mise en page et les explications du cheminement de pensée pourraient être déconcertantes pour un non habitué du fameux détective cette bd me rappelle beaucoup l ambiance de la série tv avec benedict cumberbatch et martin freeman on plonge en point de vue interne rare en bd à l intérieur du cerveau de sherlock analysant avec lui chaque élément de l enquête,5.0,1,416
une aventure d eddie flynn tome 3 treize,steve cavanagh,c est un polar avec un jugement au tribunal avec jury déjà en général j aime bien bon en plus un chapitre sur deux c est l avocat de l accusé qui parle un chapitre sur deux c est un sale type pas l avocat enfin,5.0,1,210
olympe de gouges,catel,j aime les bd biographies de catel et bocquet bien que je ne sois pas emballée par le dessin,3.0,0,92
le génie des coïncidences,j w ironmonger,j ai adoré ce livre parce qu il y a des statistiques dedans pour démonter des soi disant coïncidences qui n en sont absolument pas e n ai pas écrit ma critique au moment où je l ai lu en 2019 et en 2021 je m aperçois que je ne me souviens pas de grand chose surtout d une fête foraine et d une jeune maman on pourrait se dire que le livre est donc décevant mais non je vais donc pouvoir le relire avec bonheur,5.0,1,409
tainted hearts tome 3,jenn guerrieri,ça y est la trilogie 𝑇𝑎𝑖𝑛𝑡𝑒𝑑 𝐻𝑒𝑎𝑟𝑡𝑠 est terminée et c est un véritable coup de cœur,5.0,1,83
paumée trompée mais je me soigne,angélique ayraud,je suis ravie d avoir découvert la plume d angélique ayraud dans cette romance j ai souvent ris le clin d œil à disney est très plaisant la personnalité d ariel nous oblige à l aimer d office j ai dévoré ce bouquin dans le journée c est dire à quel point la lecture est fluide et prenante,4.5,1,288
tainted hearts tome 2,jenn guerrieri,j ai dévoré ce second tome,5.0,1,26
la prophétie de la lune,aurélie swan,tellement contente de retrouver sélène et elyas leurs discordes m ont fait beaucoup de peine j ai eu peur de ne pas retrouver le couple solide que j ai quitté dans 𝐿𝑒 𝑀𝑒 𝑑𝑎𝑖𝑙𝑙𝑜𝑛 𝑑𝑒 𝑆𝑒 𝑙𝑒 𝑛𝑒,5.0,1,189
les affamés et les rassasiés,timur vermes,roman dérangeant centré sur le problème des migrants satire du monde de la télé en particulier de la téléréalité satire de l ambition cynique des politiciens voilà bien des sujets d actualité qui auraient pu faire un grand roman mais l auteur n y est pas arrivé,3.0,0,261
la meute de garval tome 3 terrains de chasse,justine alphonsine,j ai dévoré ce 3eme tome en quelques heures je suis complètement fan de cette saga chaque tome est plus puissant que le précédent j ai tellement hâte de découvrir la suite,5.0,1,171
monsieur ravel rêve sur l île d insomnie,frédéric clément,frédéric clément figure à mon panthéon artistique tant ses ouvrages sont plus que des livres de véritables oeuvres d art la musique fait partie de mes besoins essentiels et ce ravel me ravit si monsieur ravel s ennuie sur l ile d insomnie nous y prenons pour notre part un plaisir infini un grand livre de l univers poétique si singulier de frédéric clément,4.5,1,357
bolle di sapone,marco malvaldi,acheté pendant mes vacances italiennes de novembre c est le premier livre que je lis de cette maison d édition et je les trouve tellement beaux et élégants,3.5,0,155
à tous les coeurs que j ai brisés,laura s wild,cette histoire à fait écho en moi par la jeunesse des personnages et de leur amour j ai rencontré l amour à peu près au même âge malheureusement pour moi l histoire ne finis pas si bien mais du coup j ai revécue mon histoire à travers la leur et elle m a beaucoup touché la douleur de juliette la rédemption de nollan,5.0,1,317
phoenix ashes tome 0 5 elena,fleur hana,très bon moment de passer avec elena et matt,4.0,1,44
